ntdid,name,mode,tos,exp_type,total
2099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",HR,DO,Vehicle Operations,"$15,471,243 "
2099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",HR,DO,Vehicle Maintenance,"$7,391,274 "
2099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",HR,DO,Non-Vehicle Maintenance,"$17,871,009 "
2099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",HR,DO,General Administration,"$7,602,074 "
2099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",HR,DO,Total,"$48,335,600 "
2100,MTA Long Island Rail Road,CR,DO,Vehicle Operations,"$476,554,045 "
2100,MTA Long Island Rail Road,CR,DO,Vehicle Maintenance,"$397,387,091 "
2100,MTA Long Island Rail Road,CR,DO,Non-Vehicle Maintenance,"$254,460,664 "
2100,MTA Long Island Rail Road,CR,DO,General Administration,"$174,582,812 "
2100,MTA Long Island Rail Road,CR,DO,Total,"$1,302,984,612 "
2113,"Regional Transit Service, Inc. and Lift Line, Inc.",DR,DO,Vehicle Operations,"$4,472,655 "
2113,"Regional Transit Service, Inc. and Lift Line, Inc.",DR,DO,Vehicle Maintenance,"$1,008,098 "
2113,"Regional Transit Service, Inc. and Lift Line, Inc.",DR,DO,Non-Vehicle Maintenance,"$118,794 "
2113,"Regional Transit Service, Inc. and Lift Line, Inc.",DR,DO,General Administration,"$1,614,858 "
2113,"Regional Transit Service, Inc. and Lift Line, Inc.",DR,DO,Total,"$7,214,405 "
2113,"Regional Transit Service, Inc. and Lift Line, Inc.",MB,DO,Vehicle Operations,"$35,738,030 "
2113,"Regional Transit Service, Inc. and Lift Line, Inc.",MB,DO,Vehicle Maintenance,"$13,327,853 "
2113,"Regional Transit Service, Inc. and Lift Line, Inc.",MB,DO,Non-Vehicle Maintenance,"$3,113,628 "
2113,"Regional Transit Service, Inc. and Lift Line, Inc.",MB,DO,General Administration,"$11,521,853 "
2113,"Regional Transit Service, Inc. and Lift Line, Inc.",MB,DO,Total,"$63,701,364 "
2116,"Centro of Cayuga, Inc.",MB,DO,Vehicle Operations,"$2,076,712 "
2116,"Centro of Cayuga, Inc.",MB,DO,Vehicle Maintenance,"$725,060 "
2116,"Centro of Cayuga, Inc.",MB,DO,Non-Vehicle Maintenance,"$65,661 "
2116,"Centro of Cayuga, Inc.",MB,DO,General Administration,"$416,447 "
2116,"Centro of Cayuga, Inc.",MB,DO,Total,"$3,283,880 "
2120,Greater Glens Falls Transit System,DR,DO,Total,"$125,021 "
2120,Greater Glens Falls Transit System,MB,DO,Total,"$1,448,321 "
2122,"Academy Lines, Inc.",CB,DO,Vehicle Operations,"$21,781,867 "
2122,"Academy Lines, Inc.",CB,DO,Vehicle Maintenance,"$4,723,767 "
2122,"Academy Lines, Inc.",CB,DO,Non-Vehicle Maintenance,"$697,202 "
2122,"Academy Lines, Inc.",CB,DO,General Administration,"$10,758,148 "
2122,"Academy Lines, Inc.",CB,DO,Total,"$37,960,984 "
2126,"Hudson Transit Lines, Inc.",CB,DO,Vehicle Operations,"$29,331,539 "
2126,"Hudson Transit Lines, Inc.",CB,DO,Vehicle Maintenance,"$11,220,740 "
2126,"Hudson Transit Lines, Inc.",CB,DO,Non-Vehicle Maintenance,"$11,307,005 "
2126,"Hudson Transit Lines, Inc.",CB,DO,General Administration,"$2,834,419 "
2126,"Hudson Transit Lines, Inc.",CB,DO,Total,"$54,693,703 "
2128,Suburban Transit Corporation,CB,DO,Vehicle Operations,"$21,308,215 "
2128,Suburban Transit Corporation,CB,DO,Vehicle Maintenance,"$5,372,280 "
2128,Suburban Transit Corporation,CB,DO,Non-Vehicle Maintenance,"$1,555,658 "
2128,Suburban Transit Corporation,CB,DO,General Administration,"$3,446,509 "
2128,Suburban Transit Corporation,CB,DO,Total,"$31,682,662 "
2132,New Jersey Transit Corporation-45,MB,DO,Vehicle Operations,"$9,817,237 "
2132,New Jersey Transit Corporation-45,MB,DO,Vehicle Maintenance,"$4,631,887 "
2132,New Jersey Transit Corporation-45,MB,DO,Non-Vehicle Maintenance,"$429,066 "
2132,New Jersey Transit Corporation-45,MB,DO,General Administration,"$1,928,227 "
2132,New Jersey Transit Corporation-45,MB,DO,Total,"$16,806,417 "
2135,Monsey New Square Trails Corporation,CB,DO,Vehicle Operations,"$2,530,063 "
2135,Monsey New Square Trails Corporation,CB,DO,Vehicle Maintenance,"$1,048,142 "
2135,Monsey New Square Trails Corporation,CB,DO,Non-Vehicle Maintenance,"$783,175 "
2135,Monsey New Square Trails Corporation,CB,DO,General Administration,"$522,100 "
2135,Monsey New Square Trails Corporation,CB,DO,Total,"$4,883,480 "
2137,Monroe Bus Corporation,CB,DO,Vehicle Operations,"$1,698,898 "
2137,Monroe Bus Corporation,CB,DO,Vehicle Maintenance,"$908,765 "
2137,Monroe Bus Corporation,CB,DO,Non-Vehicle Maintenance,"$37,985 "
2137,Monroe Bus Corporation,CB,DO,General Administration,"$335,376 "
2137,Monroe Bus Corporation,CB,DO,Total,"$2,981,024 "
2143,Town of Newburgh,DR,DO,Total,"$79,075 "
2145,Tompkins Consolidated Area Transit,DR,PT,Vehicle Operations,"$647,275 "
2145,Tompkins Consolidated Area Transit,DR,PT,Vehicle Maintenance,"$110,264 "
2145,Tompkins Consolidated Area Transit,DR,PT,Non-Vehicle Maintenance,"$3,493 "
2145,Tompkins Consolidated Area Transit,DR,PT,General Administration,"$327,565 "
2145,Tompkins Consolidated Area Transit,DR,PT,Total,"$1,088,597 "
2145,Tompkins Consolidated Area Transit,MB,DO,Vehicle Operations,"$7,235,534 "
2145,Tompkins Consolidated Area Transit,MB,DO,Vehicle Maintenance,"$1,909,308 "
2145,Tompkins Consolidated Area Transit,MB,DO,Non-Vehicle Maintenance,"$337,006 "
2145,Tompkins Consolidated Area Transit,MB,DO,General Administration,"$2,469,588 "
2145,Tompkins Consolidated Area Transit,MB,DO,Total,"$11,951,436 "
2145,Tompkins Consolidated Area Transit,VP,PT,Vehicle Operations,"$6,554 "
2145,Tompkins Consolidated Area Transit,VP,PT,Vehicle Maintenance,"$2,235 "
2145,Tompkins Consolidated Area Transit,VP,PT,Non-Vehicle Maintenance,$934 
2145,Tompkins Consolidated Area Transit,VP,PT,General Administration,"$43,605 "
2145,Tompkins Consolidated Area Transit,VP,PT,Total,"$53,328 "
2148,Newburgh Beacon Bus Corporation,MB,DO,Total,"$1,174,283 "
2149,"Rockland Coaches, Inc.",CB,DO,Vehicle Operations,"$14,710,566 "
2149,"Rockland Coaches, Inc.",CB,DO,Vehicle Maintenance,"$4,157,988 "
2149,"Rockland Coaches, Inc.",CB,DO,Non-Vehicle Maintenance,"$115,653 "
2149,"Rockland Coaches, Inc.",CB,DO,General Administration,"$1,561,950 "
2149,"Rockland Coaches, Inc.",CB,DO,Total,"$20,546,157 "
2158,Tioga County,DR,PT,Total,"$77,975 "
2158,Tioga County,MB,PT,Total,"$1,221,603 "
2160,"Community Transit, Inc. ",CB,DO,Vehicle Operations,"$2,791,847 "
2160,"Community Transit, Inc. ",CB,DO,Vehicle Maintenance,"$686,533 "
2160,"Community Transit, Inc. ",CB,DO,Non-Vehicle Maintenance,"$32,428 "
2160,"Community Transit, Inc. ",CB,DO,General Administration,"$998,543 "
2160,"Community Transit, Inc. ",CB,DO,Total,"$4,509,351 "
2161,DeCamp Bus Lines,CB,DO,Vehicle Operations,"$10,823,152 "
2161,DeCamp Bus Lines,CB,DO,Vehicle Maintenance,"$3,811,807 "
2161,DeCamp Bus Lines,CB,DO,Non-Vehicle Maintenance,"$231,580 "
2161,DeCamp Bus Lines,CB,DO,General Administration,"$1,755,877 "
2161,DeCamp Bus Lines,CB,DO,Total,"$16,622,416 "
2163,"Lakeland Bus Lines, Inc.",CB,DO,Vehicle Operations,"$10,551,459 "
2163,"Lakeland Bus Lines, Inc.",CB,DO,Vehicle Maintenance,"$4,753,038 "
2163,"Lakeland Bus Lines, Inc.",CB,DO,Non-Vehicle Maintenance,"$536,929 "
2163,"Lakeland Bus Lines, Inc.",CB,DO,General Administration,"$3,002,880 "
2163,"Lakeland Bus Lines, Inc.",CB,DO,Total,"$18,844,306 "
2165,"Olympia Trails Bus Company, Inc.",CB,DO,Vehicle Operations,"$3,654,143 "
2165,"Olympia Trails Bus Company, Inc.",CB,DO,Vehicle Maintenance,"$1,308,759 "
2165,"Olympia Trails Bus Company, Inc.",CB,DO,Non-Vehicle Maintenance,"$217,964 "
2165,"Olympia Trails Bus Company, Inc.",CB,DO,General Administration,"$1,587,938 "
2165,"Olympia Trails Bus Company, Inc.",CB,DO,Total,"$6,768,804 "
2166,"Orange-Newark-Elizabeth, Inc.",MB,DO,Vehicle Operations,"$8,925,733 "
2166,"Orange-Newark-Elizabeth, Inc.",MB,DO,Vehicle Maintenance,"$3,549,695 "
2166,"Orange-Newark-Elizabeth, Inc.",MB,DO,Non-Vehicle Maintenance,"$662,131 "
2166,"Orange-Newark-Elizabeth, Inc.",MB,DO,General Administration,"$900,763 "
2166,"Orange-Newark-Elizabeth, Inc.",MB,DO,Total,"$14,038,322 "
2169,"Trans-Bridge Lines, Inc. ",CB,DO,Vehicle Operations,"$8,288,739 "
2169,"Trans-Bridge Lines, Inc. ",CB,DO,Vehicle Maintenance,"$3,623,849 "
2169,"Trans-Bridge Lines, Inc. ",CB,DO,Non-Vehicle Maintenance,"$728,868 "
2169,"Trans-Bridge Lines, Inc. ",CB,DO,General Administration,"$6,113,637 "
2169,"Trans-Bridge Lines, Inc. ",CB,DO,Total,"$18,755,093 "
2172,"Centro of Oswego, Inc.",MB,DO,Vehicle Operations,"$2,258,096 "
2172,"Centro of Oswego, Inc.",MB,DO,Vehicle Maintenance,"$665,683 "
2172,"Centro of Oswego, Inc.",MB,DO,Non-Vehicle Maintenance,"$68,502 "
2172,"Centro of Oswego, Inc.",MB,DO,General Administration,"$404,822 "
2172,"Centro of Oswego, Inc.",MB,DO,Total,"$3,397,103 "
2175,Private Transportation Corporation,MB,PT,Vehicle Operations,"$550,856 "
2175,Private Transportation Corporation,MB,PT,Vehicle Maintenance,"$185,654 "
2175,Private Transportation Corporation,MB,PT,Non-Vehicle Maintenance,"$2,325 "
2175,Private Transportation Corporation,MB,PT,General Administration,"$222,642 "
2175,Private Transportation Corporation,MB,PT,Total,"$961,477 "
2176,Kaser Bus Service,MB,PT,Total,"$416,250 "
2177,"Adirondack Transit Lines, Inc,",CB,DO,Vehicle Operations,"$7,392,107 "
2177,"Adirondack Transit Lines, Inc,",CB,DO,Vehicle Maintenance,"$2,705,440 "
2177,"Adirondack Transit Lines, Inc,",CB,DO,Non-Vehicle Maintenance,"$407,011 "
2177,"Adirondack Transit Lines, Inc,",CB,DO,General Administration,"$4,084,701 "
2177,"Adirondack Transit Lines, Inc,",CB,DO,Total,"$14,589,259 "
2178,Ulster County Area Transit,DR,DO,Vehicle Operations,"$408,017 "
2178,Ulster County Area Transit,DR,DO,Vehicle Maintenance,"$52,156 "
2178,Ulster County Area Transit,DR,DO,Non-Vehicle Maintenance,"$8,006 "
2178,Ulster County Area Transit,DR,DO,General Administration,"$44,518 "
2178,Ulster County Area Transit,DR,DO,Total,"$512,697 "
2178,Ulster County Area Transit,MB,DO,Vehicle Operations,"$2,600,034 "
2178,Ulster County Area Transit,MB,DO,Vehicle Maintenance,"$804,922 "
2178,Ulster County Area Transit,MB,DO,Non-Vehicle Maintenance,"$121,402 "
2178,Ulster County Area Transit,MB,DO,General Administration,"$706,834 "
2178,Ulster County Area Transit,MB,DO,Total,"$4,233,192 "
2179,"Hendrick Hudson Bus Lines, Inc.",CB,DO,Total,"$1,867,626 "
2182,Town of Highlands Dial-A-Bus,DR,DO,Total,"$80,170 "
2183,Town of Monroe Dial-A-Bus,DR,DO,Total,"$390,061 "
2185,"Centro of Oneida, Inc.",DR,DO,Vehicle Operations,"$1,060,064 "
2185,"Centro of Oneida, Inc.",DR,DO,Vehicle Maintenance,"$297,328 "
2185,"Centro of Oneida, Inc.",DR,DO,Non-Vehicle Maintenance,"$118,882 "
2185,"Centro of Oneida, Inc.",DR,DO,General Administration,"$144,810 "
2185,"Centro of Oneida, Inc.",DR,DO,Total,"$1,621,084 "
2185,"Centro of Oneida, Inc.",MB,DO,Vehicle Operations,"$5,174,650 "
2185,"Centro of Oneida, Inc.",MB,DO,Vehicle Maintenance,"$1,484,878 "
2185,"Centro of Oneida, Inc.",MB,DO,Non-Vehicle Maintenance,"$580,424 "
2185,"Centro of Oneida, Inc.",MB,DO,General Administration,"$674,755 "
2185,"Centro of Oneida, Inc.",MB,DO,Total,"$7,914,707 "
2187,Village of Kiryas Joel,MB,DO,Total,"$580,060 "
2188,MTA Bus Company,MB,DO,Vehicle Operations,"$348,667,464 "
2188,MTA Bus Company,MB,DO,Vehicle Maintenance,"$171,775,189 "
2188,MTA Bus Company,MB,DO,Non-Vehicle Maintenance,"$17,236,760 "
2188,MTA Bus Company,MB,DO,General Administration,"$103,771,157 "
2188,MTA Bus Company,MB,DO,Total,"$641,450,570 "
2189,"BillyBey Ferry Company, LLC",FB,DO,Vehicle Operations,"$4,491,640 "
2189,"BillyBey Ferry Company, LLC",FB,DO,Vehicle Maintenance,"$2,204,031 "
2189,"BillyBey Ferry Company, LLC",FB,DO,Non-Vehicle Maintenance,"$770,526 "
2189,"BillyBey Ferry Company, LLC",FB,DO,General Administration,"$2,166,626 "
2189,"BillyBey Ferry Company, LLC",FB,DO,Total,"$9,632,823 "
2190,Port Imperial Ferry Corporation dba NY Waterway,FB,DO,Vehicle Operations,"$12,485,659 "
2190,Port Imperial Ferry Corporation dba NY Waterway,FB,DO,Vehicle Maintenance,"$4,883,841 "
2190,Port Imperial Ferry Corporation dba NY Waterway,FB,DO,Non-Vehicle Maintenance,"$182,053 "
2190,Port Imperial Ferry Corporation dba NY Waterway,FB,DO,General Administration,"$10,133,541 "
2190,Port Imperial Ferry Corporation dba NY Waterway,FB,DO,Total,"$27,685,094 "
2190,Port Imperial Ferry Corporation dba NY Waterway,MB,DO,Vehicle Operations,"$4,116,084 "
2190,Port Imperial Ferry Corporation dba NY Waterway,MB,DO,Vehicle Maintenance,"$1,318,274 "
2190,Port Imperial Ferry Corporation dba NY Waterway,MB,DO,Non-Vehicle Maintenance,"$351,886 "
2190,Port Imperial Ferry Corporation dba NY Waterway,MB,DO,General Administration,"$3,098,268 "
2190,Port Imperial Ferry Corporation dba NY Waterway,MB,DO,Total,"$8,884,512 "
2191,City of Kingston Citibus,DR,DO,Total,"$131,771 "
2191,City of Kingston Citibus,MB,DO,Total,"$817,539 "
2192,Bergen County Community Transportation,DR,DO,Vehicle Operations,"$4,512,014 "
2192,Bergen County Community Transportation,DR,DO,Vehicle Maintenance,"$256,030 "
2192,Bergen County Community Transportation,DR,DO,Non-Vehicle Maintenance,"$5,291 "
2192,Bergen County Community Transportation,DR,DO,General Administration,"$620,525 "
2192,Bergen County Community Transportation,DR,DO,Total,"$5,393,860 "
2192,Bergen County Community Transportation,MB,DO,Vehicle Operations,"$549,919 "
2192,Bergen County Community Transportation,MB,DO,Vehicle Maintenance,"$29,759 "
2192,Bergen County Community Transportation,MB,DO,Non-Vehicle Maintenance,$859 
2192,Bergen County Community Transportation,MB,DO,General Administration,"$23,687 "
2192,Bergen County Community Transportation,MB,DO,Total,"$604,224 "
2193,Cumberland Area Transit System,DR,DO,Vehicle Operations,"$1,644,347 "
2193,Cumberland Area Transit System,DR,DO,Vehicle Maintenance,"$401,085 "
2193,Cumberland Area Transit System,DR,DO,Non-Vehicle Maintenance,"$12,253 "
2193,Cumberland Area Transit System,DR,DO,General Administration,"$365,218 "
2193,Cumberland Area Transit System,DR,DO,Total,"$2,422,903 "
2194,East Windsor Township,DR,DO,Total,"$88,957 "
2194,East Windsor Township,MB,PT,Total,"$120,356 "
2195,Gloucester County Division of Transportation Services ,DR,DO,Total,"$2,832,713 "
2195,Gloucester County Division of Transportation Services ,DR,PT,Total,"$125,960 "
2195,Gloucester County Division of Transportation Services ,MB,DO,Total,"$32,536 "
2196,Middlesex County Area Transit,DR,DO,Vehicle Operations,"$3,065,540 "
2196,Middlesex County Area Transit,DR,DO,Vehicle Maintenance,"$188,400 "
2196,Middlesex County Area Transit,DR,DO,Non-Vehicle Maintenance,"$67,435 "
2196,Middlesex County Area Transit,DR,DO,General Administration,"$448,638 "
2196,Middlesex County Area Transit,DR,DO,Total,"$3,770,013 "
2196,Middlesex County Area Transit,MB,DO,Vehicle Operations,"$1,705,871 "
2196,Middlesex County Area Transit,MB,DO,Vehicle Maintenance,"$111,120 "
2196,Middlesex County Area Transit,MB,DO,Non-Vehicle Maintenance,$950 
2196,Middlesex County Area Transit,MB,DO,General Administration,"$419,218 "
2196,Middlesex County Area Transit,MB,DO,Total,"$2,237,159 "
2197,"Meadowlands Transportation Brokerage Corporation, dba Meadowlink",DR,DO,Total,"$320,356 "
2197,"Meadowlands Transportation Brokerage Corporation, dba Meadowlink",MB,DO,Total,"$1,725,457 "
2198,"TransOptions, Inc. ",MB,PT,Total,"$44,898 "
2199,County of Atlantic,DR,DO,Vehicle Operations,"$3,061,027 "
2199,County of Atlantic,DR,DO,Vehicle Maintenance,"$90,204 "
2199,County of Atlantic,DR,DO,Non-Vehicle Maintenance,"$39,456 "
2199,County of Atlantic,DR,DO,General Administration,"$305,796 "
2199,County of Atlantic,DR,DO,Total,"$3,496,483 "
2200,South Jersey Transportation Authority,DR,DO,Total,"$529,803 "
2200,South Jersey Transportation Authority,MB,DO,Total,"$1,169,800 "
2201,County of Cumberland,MB,DO,Total,"$393,486 "
2202,Essex County Division of Training and Employment,DR,PT,Total,"$1,226,408 "
2202,Essex County Division of Training and Employment,MB,PT,Total,"$570,000 "
2203,Cape May County Fare Free Transportation,DR,DO,Vehicle Operations,"$2,305,178 "
2203,Cape May County Fare Free Transportation,DR,DO,Vehicle Maintenance,"$365,527 "
2203,Cape May County Fare Free Transportation,DR,DO,Non-Vehicle Maintenance,"$7,637 "
2203,Cape May County Fare Free Transportation,DR,DO,General Administration,"$491,606 "
2203,Cape May County Fare Free Transportation,DR,DO,Total,"$3,169,948 "
2203,Cape May County Fare Free Transportation,MB,DO,Vehicle Operations,"$34,793 "
2203,Cape May County Fare Free Transportation,MB,DO,Vehicle Maintenance,"$5,867 "
2203,Cape May County Fare Free Transportation,MB,DO,Non-Vehicle Maintenance,$156 
2203,Cape May County Fare Free Transportation,MB,DO,General Administration,"$7,486 "
2203,Cape May County Fare Free Transportation,MB,DO,Total,"$48,302 "
2204,"Senior Citizens United Community Services of Camden County, Inc.",DR,DO,Vehicle Operations,"$2,411,510 "
2204,"Senior Citizens United Community Services of Camden County, Inc.",DR,DO,Vehicle Maintenance,"$574,847 "
2204,"Senior Citizens United Community Services of Camden County, Inc.",DR,DO,Non-Vehicle Maintenance,$0 
2204,"Senior Citizens United Community Services of Camden County, Inc.",DR,DO,General Administration,"$910,145 "
2204,"Senior Citizens United Community Services of Camden County, Inc.",DR,DO,Total,"$3,896,502 "
2206,Nassau Inter County Express,DR,PT,Vehicle Operations,"$11,742,814 "
2206,Nassau Inter County Express,DR,PT,Vehicle Maintenance,"$2,009,064 "
2206,Nassau Inter County Express,DR,PT,Non-Vehicle Maintenance,"$44,011 "
2206,Nassau Inter County Express,DR,PT,General Administration,"$1,971,706 "
2206,Nassau Inter County Express,DR,PT,Total,"$15,767,595 "
2206,Nassau Inter County Express,MB,PT,Vehicle Operations,"$59,930,871 "
2206,Nassau Inter County Express,MB,PT,Vehicle Maintenance,"$22,299,883 "
2206,Nassau Inter County Express,MB,PT,Non-Vehicle Maintenance,"$2,708,216 "
2206,Nassau Inter County Express,MB,PT,General Administration,"$20,005,753 "
2206,Nassau Inter County Express,MB,PT,Total,"$104,944,723 "
2208,County of Burlington,MB,PT,Total,"$1,066,215 "
2210,County of Morris,MB,DO,Total,"$1,756,162 "
2211,County of Mercer,MB,DO,Total,"$2,803,582 "
2212,County of Hunterdon,DR,PT,Total,"$2,203,924 "
2212,County of Hunterdon,MB,PT,Total,"$260,630 "
2213,City of Mechanicville,MB,DO,Total,"$65,591 "
2214,Town of Warwick Dial A Bus,DR,DO,Total,"$515,539 "
2214,Town of Warwick Dial A Bus,MB,DO,Total,"$145,409 "
2215,Watertown CitiBus,DR,PT,Total,"$114,596 "
2215,Watertown CitiBus,MB,DO,Total,"$751,483 "
2217,"Hampton Jitney, Inc.",CB,DO,Vehicle Operations,"$9,938,062 "
2217,"Hampton Jitney, Inc.",CB,DO,Vehicle Maintenance,"$2,054,272 "
2217,"Hampton Jitney, Inc.",CB,DO,Non-Vehicle Maintenance,"$327,477 "
2217,"Hampton Jitney, Inc.",CB,DO,General Administration,"$6,048,100 "
2217,"Hampton Jitney, Inc.",CB,DO,Total,"$18,367,911 "
3001,Kanawha Valley Regional Transportation Authority,DR,DO,Vehicle Operations,"$717,720 "
3001,Kanawha Valley Regional Transportation Authority,DR,DO,Vehicle Maintenance,"$138,752 "
3001,Kanawha Valley Regional Transportation Authority,DR,DO,Non-Vehicle Maintenance,"$31,426 "
3001,Kanawha Valley Regional Transportation Authority,DR,DO,General Administration,"$124,635 "
3001,Kanawha Valley Regional Transportation Authority,DR,DO,Total,"$1,012,533 "
3001,Kanawha Valley Regional Transportation Authority,MB,DO,Vehicle Operations,"$7,219,743 "
3001,Kanawha Valley Regional Transportation Authority,MB,DO,Vehicle Maintenance,"$1,963,477 "
3001,Kanawha Valley Regional Transportation Authority,MB,DO,Non-Vehicle Maintenance,"$361,400 "
3001,Kanawha Valley Regional Transportation Authority,MB,DO,General Administration,"$1,435,116 "
3001,Kanawha Valley Regional Transportation Authority,MB,DO,Total,"$10,979,736 "
3002,The Tri-State Transit Authority,DR,DO,Vehicle Operations,"$719,946 "
3002,The Tri-State Transit Authority,DR,DO,Vehicle Maintenance,"$40,624 "
3002,The Tri-State Transit Authority,DR,DO,Non-Vehicle Maintenance,"$1,150 "
3002,The Tri-State Transit Authority,DR,DO,General Administration,"$26,911 "
3002,The Tri-State Transit Authority,DR,DO,Total,"$788,631 "
3002,The Tri-State Transit Authority,MB,DO,Vehicle Operations,"$3,209,278 "
3002,The Tri-State Transit Authority,MB,DO,Vehicle Maintenance,"$1,020,782 "
3002,The Tri-State Transit Authority,MB,DO,Non-Vehicle Maintenance,"$243,675 "
3002,The Tri-State Transit Authority,MB,DO,General Administration,"$1,299,158 "
3002,The Tri-State Transit Authority,MB,DO,Total,"$5,772,893 "
3003,Mid-Ohio Valley Transit Authority,DR,DO,Total,"$176,059 "
3003,Mid-Ohio Valley Transit Authority,MB,DO,Total,"$2,937,235 "
3006,Greater Richmond Transit Company,DR,PT,Vehicle Operations,"$5,216,428 "
3006,Greater Richmond Transit Company,DR,PT,Vehicle Maintenance,"$998,726 "
3006,Greater Richmond Transit Company,DR,PT,Non-Vehicle Maintenance,"$94,881 "
3006,Greater Richmond Transit Company,DR,PT,General Administration,"$618,151 "
3006,Greater Richmond Transit Company,DR,PT,Total,"$6,928,186 "
3006,Greater Richmond Transit Company,MB,DO,Vehicle Operations,"$21,645,525 "
3006,Greater Richmond Transit Company,MB,DO,Vehicle Maintenance,"$6,098,082 "
3006,Greater Richmond Transit Company,MB,DO,Non-Vehicle Maintenance,"$1,813,007 "
3006,Greater Richmond Transit Company,MB,DO,General Administration,"$8,141,254 "
3006,Greater Richmond Transit Company,MB,DO,Total,"$37,697,868 "
3006,Greater Richmond Transit Company,VP,PT,Vehicle Operations,"$1,592,679 "
3006,Greater Richmond Transit Company,VP,PT,Vehicle Maintenance,"$87,648 "
3006,Greater Richmond Transit Company,VP,PT,Non-Vehicle Maintenance,"$17,394 "
3006,Greater Richmond Transit Company,VP,PT,General Administration,"$605,735 "
3006,Greater Richmond Transit Company,VP,PT,Total,"$2,303,456 "
3007,Greater Roanoke Transit Company,CB,DO,Vehicle Operations,"$182,738 "
3007,Greater Roanoke Transit Company,CB,DO,Vehicle Maintenance,"$81,722 "
3007,Greater Roanoke Transit Company,CB,DO,Non-Vehicle Maintenance,"$8,501 "
3007,Greater Roanoke Transit Company,CB,DO,General Administration,"$47,620 "
3007,Greater Roanoke Transit Company,CB,DO,Total,"$320,581 "
3007,Greater Roanoke Transit Company,DR,PT,Vehicle Operations,"$858,174 "
3007,Greater Roanoke Transit Company,DR,PT,Vehicle Maintenance,"$149,829 "
3007,Greater Roanoke Transit Company,DR,PT,Non-Vehicle Maintenance,"$123,523 "
3007,Greater Roanoke Transit Company,DR,PT,General Administration,"$740,374 "
3007,Greater Roanoke Transit Company,DR,PT,Total,"$1,871,900 "
3007,Greater Roanoke Transit Company,MB,DO,Vehicle Operations,"$4,879,536 "
3007,Greater Roanoke Transit Company,MB,DO,Vehicle Maintenance,"$939,562 "
3007,Greater Roanoke Transit Company,MB,DO,Non-Vehicle Maintenance,"$183,078 "
3007,Greater Roanoke Transit Company,MB,DO,General Administration,"$1,081,550 "
3007,Greater Roanoke Transit Company,MB,DO,Total,"$7,083,726 "
3008,Greater Lynchburg Transit Company,DR,DO,Vehicle Operations,"$544,534 "
3008,Greater Lynchburg Transit Company,DR,DO,Vehicle Maintenance,"$24,452 "
3008,Greater Lynchburg Transit Company,DR,DO,Non-Vehicle Maintenance,"$71,912 "
3008,Greater Lynchburg Transit Company,DR,DO,General Administration,"$156,890 "
3008,Greater Lynchburg Transit Company,DR,DO,Total,"$797,788 "
3008,Greater Lynchburg Transit Company,MB,DO,Vehicle Operations,"$3,673,023 "
3008,Greater Lynchburg Transit Company,MB,DO,Vehicle Maintenance,"$873,972 "
3008,Greater Lynchburg Transit Company,MB,DO,Non-Vehicle Maintenance,"$428,644 "
3008,Greater Lynchburg Transit Company,MB,DO,General Administration,"$969,481 "
3008,Greater Lynchburg Transit Company,MB,DO,Total,"$5,945,120 "
3009,Petersburg Area Transit,DR,DO,Total,"$179,385 "
3009,Petersburg Area Transit,MB,DO,Total,"$3,081,433 "
3010,Lehigh and Northampton Transportation Authority,DR,PT,Vehicle Operations,"$9,309,936 "
3010,Lehigh and Northampton Transportation Authority,DR,PT,Vehicle Maintenance,"$280,000 "
3010,Lehigh and Northampton Transportation Authority,DR,PT,Non-Vehicle Maintenance,"$169,655 "
3010,Lehigh and Northampton Transportation Authority,DR,PT,General Administration,"$1,746,975 "
3010,Lehigh and Northampton Transportation Authority,DR,PT,Total,"$11,506,566 "
3010,Lehigh and Northampton Transportation Authority,MB,DO,Vehicle Operations,"$15,775,001 "
3010,Lehigh and Northampton Transportation Authority,MB,DO,Vehicle Maintenance,"$3,853,652 "
3010,Lehigh and Northampton Transportation Authority,MB,DO,Non-Vehicle Maintenance,"$297,399 "
3010,Lehigh and Northampton Transportation Authority,MB,DO,General Administration,"$2,583,028 "
3010,Lehigh and Northampton Transportation Authority,MB,DO,Total,"$22,509,080 "
3011,Altoona Metro Transit,DR,DO,Vehicle Operations,"$14,747 "
3011,Altoona Metro Transit,DR,DO,Vehicle Maintenance,"$3,015 "
3011,Altoona Metro Transit,DR,DO,Non-Vehicle Maintenance,$353 
3011,Altoona Metro Transit,DR,DO,General Administration,"$2,349 "
3011,Altoona Metro Transit,DR,DO,Total,"$20,464 "
3011,Altoona Metro Transit,DR,PT,Vehicle Operations,"$124,925 "
3011,Altoona Metro Transit,DR,PT,Vehicle Maintenance,"$59,488 "
3011,Altoona Metro Transit,DR,PT,Non-Vehicle Maintenance,"$10,023 "
3011,Altoona Metro Transit,DR,PT,General Administration,"$4,608 "
3011,Altoona Metro Transit,DR,PT,Total,"$199,044 "
3011,Altoona Metro Transit,MB,DO,Vehicle Operations,"$2,652,995 "
3011,Altoona Metro Transit,MB,DO,Vehicle Maintenance,"$808,515 "
